dataset	tissue	cluster	hgnc	species_id	module	log2fc
tabib2021	skin	endothelial_vascular	ANGPT2	ANGPT2__ext	ssc_tier1	0.781
tabib2021	skin	endothelial_vascular	CTSB			0.649
tabib2021	skin	endothelial_vascular	REEP4			0.956
tabib2021	skin	endothelial_vascular	BMP1			1.130
tabib2021	skin	endothelial_vascular	PBK			2.435
tabib2021	skin	endothelial_vascular	EIF4EBP1			0.869
tabib2021	skin	endothelial_vascular	TACC1			-0.425
tabib2021	skin	endothelial_vascular	PLAT			-1.161
tabib2021	skin	endothelial_vascular	PTDSS1			0.344
tabib2021	skin	endothelial_vascular	LAPTM4B			0.854
tabib2021	skin	endothelial_vascular	RIDA			0.933
tabib2021	skin	endothelial_vascular	COX6C			0.388
tabib2021	skin	endothelial_vascular	ZNF706			0.208
tabib2021	skin	endothelial_vascular	GASAL1			-1.211
tabib2021	skin	endothelial_vascular	BAALC			0.804
tabib2021	skin	endothelial_vascular	CTHRC1			0.854
tabib2021	skin	endothelial_vascular	UTP23			-0.390
tabib2021	skin	endothelial_vascular	MRPL13			0.480
tabib2021	skin	endothelial_vascular	PCAT1			0.818
tabib2021	skin	endothelial_vascular	DENND3			-0.532
tabib2021	skin	endothelial_vascular	GSDMD			0.481
tabib2021	skin	endothelial_vascular	DGAT1			0.648
tabib2021	skin	endothelial_vascular	C8orf82			0.649
tabib2021	skin	endothelial_vascular	AL583785.1			1.022
tabib2021	skin	endothelial_vascular	FAM219A			0.692
tabib2021	skin	endothelial_vascular	SLC25A51			0.907
tabib2021	skin	endothelial_vascular	MAMDC2			-1.807
tabib2021	skin	endothelial_vascular	FRMD3			-0.777
tabib2021	skin	endothelial_vascular	IDNK			-0.585
tabib2021	skin	endothelial_vascular	NTRK2			-1.370
tabib2021	skin	endothelial_vascular	GADD45G			-0.976
tabib2021	skin	endothelial_vascular	TMOD1			-1.193
tabib2021	skin	endothelial_vascular	COL15A1			1.004
tabib2021	skin	endothelial_vascular	SEC61B			0.386
tabib2021	skin	endothelial_vascular	AKNA			-0.675
tabib2021	skin	endothelial_vascular	LHX6			0.796
tabib2021	skin	endothelial_vascular	ENG			1.128
tabib2021	skin	endothelial_vascular	ZDHHC12			0.580
tabib2021	skin	endothelial_vascular	AL441992.1			1.337
tabib2021	skin	endothelial_vascular	CRAT			0.487
tabib2021	skin	endothelial_vascular	PTPA			0.613
tabib2021	skin	endothelial_vascular	ASB6			0.573
tabib2021	skin	endothelial_vascular	TMEM250			0.811
tabib2021	skin	endothelial_vascular	DNLZ			1.163
tabib2021	skin	endothelial_vascular	FBXW5			0.363
tabib2021	skin	endothelial_vascular	PAXX			1.016
tabib2021	skin	endothelial_vascular	NOXA1			-1.116
tabib2021	skin	endothelial_vascular	IFITM2	IFITM2__cyto	M1	0.490
tabib2021	skin	endothelial_vascular	IFITM3	IFITM3__cyto	M1	0.632
tabib2021	skin	endothelial_vascular	PKP3			1.690
tabib2021	skin	endothelial_vascular	PTDSS2			0.622
tabib2021	skin	endothelial_vascular	HRAS			0.502
tabib2021	skin	endothelial_vascular	DEAF1			0.488
tabib2021	skin	endothelial_vascular	POLR2L			0.691
tabib2021	skin	endothelial_vascular	PPFIBP2			-0.982
tabib2021	skin	endothelial_vascular	SVIP			0.654
tabib2021	skin	endothelial_vascular	LDLRAD3			1.061
tabib2021	skin	endothelial_vascular	EXT2			0.628
tabib2021	skin	endothelial_vascular	CHST1			2.285
tabib2021	skin	endothelial_vascular	ACP2			0.671
tabib2021	skin	endothelial_vascular	MTCH2			0.697
tabib2021	skin	endothelial_vascular	SELENOH			0.344
tabib2021	skin	endothelial_vascular	CYB561A3			0.458
tabib2021	skin	endothelial_vascular	UBXN1			-0.450
tabib2021	skin	endothelial_vascular	POLR2G			0.409
tabib2021	skin	endothelial_vascular	COX8A			0.349
tabib2021	skin	endothelial_vascular	PPP1R14B			0.687
tabib2021	skin	endothelial_vascular	PLCB3			0.733
tabib2021	skin	endothelial_vascular	RPS6KA4			0.522
tabib2021	skin	endothelial_vascular	PPP2R5B			0.648
tabib2021	skin	endothelial_vascular	LTBP3			-0.459
tabib2021	skin	endothelial_vascular	CFL1			0.451
tabib2021	skin	endothelial_vascular	BANF1			0.634
tabib2021	skin	endothelial_vascular	RIN1			0.772
tabib2021	skin	endothelial_vascular	ZDHHC24			0.476
tabib2021	skin	endothelial_vascular	RHOD			1.017
tabib2021	skin	endothelial_vascular	CORO1B			0.529
tabib2021	skin	endothelial_vascular	CDK2AP2			0.448
tabib2021	skin	endothelial_vascular	NDUFS8			0.535
tabib2021	skin	endothelial_vascular	P2RY2			-1.447
tabib2021	skin	endothelial_vascular	WNT11			-1.891
tabib2021	skin	endothelial_vascular	PRCP			0.978
tabib2021	skin	endothelial_vascular	HIKESHI			0.288
tabib2021	skin	endothelial_vascular	PRSS23			0.979
tabib2021	skin	endothelial_vascular	FZD4			0.523
tabib2021	skin	endothelial_vascular	NOX4			0.857
tabib2021	skin	endothelial_vascular	SLC35F2			0.944
tabib2021	skin	endothelial_vascular	TIMM8B			0.481
tabib2021	skin	endothelial_vascular	ZBTB16			-1.331
tabib2021	skin	endothelial_vascular	RBM7			-0.305
tabib2021	skin	endothelial_vascular	REXO2			0.401
tabib2021	skin	endothelial_vascular	MPZL2			2.204
tabib2021	skin	endothelial_vascular	ATP5MG			0.357
tabib2021	skin	endothelial_vascular	VPS11			0.704
tabib2021	skin	endothelial_vascular	DPAGT1			0.870
tabib2021	skin	endothelial_vascular	GSEC			2.801
tabib2021	skin	endothelial_vascular	VPS26B			0.578
tabib2021	skin	endothelial_vascular	CALML3			1.745
tabib2021	skin	endothelial_vascular	PHYH			-0.515
tabib2021	skin	endothelial_vascular	CASC10			0.699
tabib2021	skin	endothelial_vascular	MSRB2			0.922
tabib2021	skin	endothelial_vascular	DEPP1			-0.860
tabib2021	skin	endothelial_vascular	ZNF22			-0.374
tabib2021	skin	endothelial_vascular	TIMM23			0.423
tabib2021	skin	endothelial_vascular	CISD1			0.665
tabib2021	skin	endothelial_vascular	REEP3			0.579
tabib2021	skin	endothelial_vascular	PPA1			-0.453
tabib2021	skin	endothelial_vascular	DDIT4			-0.735
tabib2021	skin	endothelial_vascular	USP54			-1.612
tabib2021	skin	endothelial_vascular	VCL			0.556
tabib2021	skin	endothelial_vascular	CEP55			3.025
tabib2021	skin	endothelial_vascular	RBP4			-2.278
tabib2021	skin	endothelial_vascular	PDLIM1			0.475
tabib2021	skin	endothelial_vascular	ENTPD1			0.698
tabib2021	skin	endothelial_vascular	PGAM1			0.438
tabib2021	skin	endothelial_vascular	UBTD1			0.937
tabib2021	skin	endothelial_vascular	ACTR1A			0.335
tabib2021	skin	endothelial_vascular	XPNPEP1			0.509
tabib2021	skin	endothelial_vascular	GFRA1			-1.458
tabib2021	skin	endothelial_vascular	HTRA1			1.076
tabib2021	skin	endothelial_vascular	CPXM2			0.656
tabib2021	skin	endothelial_vascular	MKI67			2.676
tabib2021	skin	endothelial_vascular	DYRK4			0.619
tabib2021	skin	endothelial_vascular	VWF	VWF__pm	ssc_tier1	0.738
tabib2021	skin	endothelial_vascular	CD9			-0.582
tabib2021	skin	endothelial_vascular	MRPL51			0.577
tabib2021	skin	endothelial_vascular	GAPDH			0.617
tabib2021	skin	endothelial_vascular	PTMS			0.438
tabib2021	skin	endothelial_vascular	AC018653.3			1.781
tabib2021	skin	endothelial_vascular	CLSTN3			0.977
tabib2021	skin	endothelial_vascular	FAM66C			-1.046
tabib2021	skin	endothelial_vascular	KLRG1			1.466
tabib2021	skin	endothelial_vascular	MGP			0.589
tabib2021	skin	endothelial_vascular	BHLHE41			-1.567
tabib2021	skin	endothelial_vascular	SSPN			-0.787
tabib2021	skin	endothelial_vascular	AC008124.1			-0.643
tabib2021	skin	endothelial_vascular	SLC38A1			0.997
tabib2021	skin	endothelial_vascular	FKBP11			0.949
tabib2021	skin	endothelial_vascular	ARF3			0.652
tabib2021	skin	endothelial_vascular	COX14			0.333
tabib2021	skin	endothelial_vascular	ACVRL1			0.485
tabib2021	skin	endothelial_vascular	KRT6C			33.202
tabib2021	skin	endothelial_vascular	KRT6A			2.043
tabib2021	skin	endothelial_vascular	AC068888.1			-0.859
tabib2021	skin	endothelial_vascular	IGFBP6			-1.000
tabib2021	skin	endothelial_vascular	PFDN5			-0.324
tabib2021	skin	endothelial_vascular	ZNF385A			0.571
tabib2021	skin	endothelial_vascular	MARCH9			0.737
tabib2021	skin	endothelial_vascular	GNS			0.500
tabib2021	skin	endothelial_vascular	TMEM19			0.568
tabib2021	skin	endothelial_vascular	PHLDA1			-0.906
tabib2021	skin	endothelial_vascular	C12orf29			-0.404
tabib2021	skin	endothelial_vascular	NDUFA12			0.381
tabib2021	skin	endothelial_vascular	TMEM263			0.473
tabib2021	skin	endothelial_vascular	CORO1C			0.585
tabib2021	skin	endothelial_vascular	HVCN1			-0.860
tabib2021	skin	endothelial_vascular	MYL2			-2.450
tabib2021	skin	endothelial_vascular	HRK			-4.016
tabib2021	skin	endothelial_vascular	HSPB8			1.122
tabib2021	skin	endothelial_vascular	TMEM233			0.979
tabib2021	skin	endothelial_vascular	AC004812.2			-0.788
tabib2021	skin	endothelial_vascular	PXN			0.700
tabib2021	skin	endothelial_vascular	COX6A1			0.353
tabib2021	skin	endothelial_vascular	MLEC			0.772
tabib2021	skin	endothelial_vascular	RILPL2			-0.573
tabib2021	skin	endothelial_vascular	FZD10			-1.117
tabib2021	skin	endothelial_vascular	MPHOSPH8			-0.538
tabib2021	skin	endothelial_vascular	WASF3			-1.308
tabib2021	skin	endothelial_vascular	N4BP2L1			-0.541
tabib2021	skin	endothelial_vascular	POSTN	POSTN__ecm	ssc_tier1	1.084
tabib2021	skin	endothelial_vascular	EPSTI1			1.194
tabib2021	skin	endothelial_vascular	TSC22D1			-0.687
tabib2021	skin	endothelial_vascular	CYSLTR2			-1.857
tabib2021	skin	endothelial_vascular	DIAPH3			2.766
tabib2021	skin	endothelial_vascular	EDNRB	EDNRB__pm	ssc_tier1	-1.070
tabib2021	skin	endothelial_vascular	DZIP1			-1.007
tabib2021	skin	endothelial_vascular	FGF14-AS2			-0.805
tabib2021	skin	endothelial_vascular	COL4A1			1.275
tabib2021	skin	endothelial_vascular	COL4A2			1.338
tabib2021	skin	endothelial_vascular	TFDP1			0.518
tabib2021	skin	endothelial_vascular	AP1G2			0.823
tabib2021	skin	endothelial_vascular	KHNYN			-0.561
tabib2021	skin	endothelial_vascular	STXBP6			-1.761
tabib2021	skin	endothelial_vascular	NOVA1			0.865
tabib2021	skin	endothelial_vascular	AL121603.2			-0.565
tabib2021	skin	endothelial_vascular	SSTR1			-1.863
tabib2021	skin	endothelial_vascular	FKBP3			0.433
tabib2021	skin	endothelial_vascular	GNG2			1.381
tabib2021	skin	endothelial_vascular	PTGDR			-1.656
tabib2021	skin	endothelial_vascular	CDKN3			2.923
tabib2021	skin	endothelial_vascular	CNIH1			0.616
tabib2021	skin	endothelial_vascular	RHOJ			0.845
tabib2021	skin	endothelial_vascular	MTHFD1			0.594
tabib2021	skin	endothelial_vascular	RAB15			2.092
tabib2021	skin	endothelial_vascular	ACTN1			0.633
tabib2021	skin	endothelial_vascular	NPC2			0.632
tabib2021	skin	endothelial_vascular	BATF			-1.129
tabib2021	skin	endothelial_vascular	SPTLC2			0.563
tabib2021	skin	endothelial_vascular	CCDC85C			0.759
tabib2021	skin	endothelial_vascular	DIO3OS			-1.740
tabib2021	skin	endothelial_vascular	TRAF3			0.722
tabib2021	skin	endothelial_vascular	MARK3			0.301
tabib2021	skin	endothelial_vascular	NOP10			0.570
tabib2021	skin	endothelial_vascular	THBS1	THBS1__ecm	ssc_tier1	1.634
tabib2021	skin	endothelial_vascular	CHST14			0.601
tabib2021	skin	endothelial_vascular	NUSAP1			2.345
tabib2021	skin	endothelial_vascular	SERF2			0.625
tabib2021	skin	endothelial_vascular	GLDN			-1.467
tabib2021	skin	endothelial_vascular	DMXL2			1.195
tabib2021	skin	endothelial_vascular	SCG3			-3.785
tabib2021	skin	endothelial_vascular	CCNB2			2.841
tabib2021	skin	endothelial_vascular	ANXA2			0.372
tabib2021	skin	endothelial_vascular	APH1B			0.781
tabib2021	skin	endothelial_vascular	FAM96A			0.657
tabib2021	skin	endothelial_vascular	PCLAF			1.916
tabib2021	skin	endothelial_vascular	KIF23			2.890
tabib2021	skin	endothelial_vascular	UACA			-0.638
tabib2021	skin	endothelial_vascular	PKM			0.746
tabib2021	skin	endothelial_vascular	AC010931.2			-1.541
tabib2021	skin	endothelial_vascular	COX5A			0.402
tabib2021	skin	endothelial_vascular	TSPAN3			0.528
tabib2021	skin	endothelial_vascular	ADAMTS7			1.259
tabib2021	skin	endothelial_vascular	ST20			1.578
tabib2021	skin	endothelial_vascular	NMB			-0.782
tabib2021	skin	endothelial_vascular	HAPLN3			0.688
tabib2021	skin	endothelial_vascular	ABHD2			-0.514
tabib2021	skin	endothelial_vascular	TM2D3			-0.420
tabib2021	skin	endothelial_vascular	TMEM8A			0.872
tabib2021	skin	endothelial_vascular	NME4			0.879
tabib2021	skin	endothelial_vascular	JMJD8			0.588
tabib2021	skin	endothelial_vascular	C16orf91			-0.577
tabib2021	skin	endothelial_vascular	NTHL1			-0.922
tabib2021	skin	endothelial_vascular	HCFC1R1			0.387
tabib2021	skin	endothelial_vascular	NAA60			0.590
tabib2021	skin	endothelial_vascular	CORO7			0.723
tabib2021	skin	endothelial_vascular	ROGDI			0.837
tabib2021	skin	endothelial_vascular	LYRM1			-0.819
tabib2021	skin	endothelial_vascular	NPIPB4			-1.750
tabib2021	skin	endothelial_vascular	SCNN1B			-1.554
tabib2021	skin	endothelial_vascular	SPNS1			0.476
tabib2021	skin	endothelial_vascular	CDIPT			0.278
tabib2021	skin	endothelial_vascular	YPEL3			0.569
tabib2021	skin	endothelial_vascular	PRR14			0.474
tabib2021	skin	endothelial_vascular	PHKG2			0.549
tabib2021	skin	endothelial_vascular	HSD3B7			0.532
tabib2021	skin	endothelial_vascular	VKORC1			0.440
tabib2021	skin	endothelial_vascular	NETO2			1.738
tabib2021	skin	endothelial_vascular	CRNDE			0.722
tabib2021	skin	endothelial_vascular	PLLP			-1.188
tabib2021	skin	endothelial_vascular	CX3CL1			-0.849
tabib2021	skin	endothelial_vascular	CCDC102A			0.659
tabib2021	skin	endothelial_vascular	CKLF			0.479
tabib2021	skin	endothelial_vascular	KIAA0895L			1.067
tabib2021	skin	endothelial_vascular	E2F4			0.491
tabib2021	skin	endothelial_vascular	FHOD1			0.882
tabib2021	skin	endothelial_vascular	ATP6V0D1			0.609
tabib2021	skin	endothelial_vascular	TSNAXIP1			1.705
tabib2021	skin	endothelial_vascular	NUTF2			0.639
tabib2021	skin	endothelial_vascular	PLA2G15			1.026
tabib2021	skin	endothelial_vascular	SYCE1L			1.335
tabib2021	skin	endothelial_vascular	ADAMTS18			3.178
tabib2021	skin	endothelial_vascular	VAT1L			3.832
tabib2021	skin	endothelial_vascular	CMC2			0.499
tabib2021	skin	endothelial_vascular	CMIP			0.592
tabib2021	skin	endothelial_vascular	HSBP1			0.544
tabib2021	skin	endothelial_vascular	COTL1			1.611
tabib2021	skin	endothelial_vascular	RFLNB			1.007
tabib2021	skin	endothelial_vascular	FAM57A			1.478
tabib2021	skin	endothelial_vascular	ITGAE			0.323
tabib2021	skin	endothelial_vascular	SPNS3			1.658
tabib2021	skin	endothelial_vascular	SPNS2			0.619
tabib2021	skin	endothelial_vascular	PFN1			0.873
tabib2021	skin	endothelial_vascular	TXNDC17			0.477
tabib2021	skin	endothelial_vascular	DLG4			1.040
tabib2021	skin	endothelial_vascular	CTDNEP1			0.408
tabib2021	skin	endothelial_vascular	TMEM102			0.949
tabib2021	skin	endothelial_vascular	TP53			0.613
tabib2021	skin	endothelial_vascular	WRAP53			0.630
tabib2021	skin	endothelial_vascular	TMEM88			1.611
tabib2021	skin	endothelial_vascular	NAA38			0.742
tabib2021	skin	endothelial_vascular	CHD3			0.634
tabib2021	skin	endothelial_vascular	TRAPPC1			0.601
tabib2021	skin	endothelial_vascular	AURKB			2.663
tabib2021	skin	endothelial_vascular	MYH10			0.525
tabib2021	skin	endothelial_vascular	AC005838.2			-0.745
tabib2021	skin	endothelial_vascular	ALKBH5			0.388
tabib2021	skin	endothelial_vascular	FAM83G			1.387
tabib2021	skin	endothelial_vascular	SPECC1			-0.898
tabib2021	skin	endothelial_vascular	LGALS9			1.292
tabib2021	skin	endothelial_vascular	SSH2			0.558
tabib2021	skin	endothelial_vascular	CPD			0.652
tabib2021	skin	endothelial_vascular	CCL2			-0.864
tabib2021	skin	endothelial_vascular	ZNF830			-0.413
tabib2021	skin	endothelial_vascular	SLFN11			-0.786
tabib2021	skin	endothelial_vascular	CCL5			2.155
tabib2021	skin	endothelial_vascular	CCL14			1.323
tabib2021	skin	endothelial_vascular	CCL3			2.809
tabib2021	skin	endothelial_vascular	THRA			-0.544
tabib2021	skin	endothelial_vascular	IGFBP4			0.623
tabib2021	skin	endothelial_vascular	KRT35			33.202
tabib2021	skin	endothelial_vascular	P3H4			0.770
tabib2021	skin	endothelial_vascular	FKBP10			0.698
tabib2021	skin	endothelial_vascular	GHDC			0.517
tabib2021	skin	endothelial_vascular	SLC25A39			0.834
tabib2021	skin	endothelial_vascular	GRN			0.574
tabib2021	skin	endothelial_vascular	SAMD14			2.712
tabib2021	skin	endothelial_vascular	PPP1R9B			0.720
tabib2021	skin	endothelial_vascular	TMEM92			4.174
tabib2021	skin	endothelial_vascular	MMD			0.968
tabib2021	skin	endothelial_vascular	SKA2			0.955
tabib2021	skin	endothelial_vascular	TANC2			0.759
tabib2021	skin	endothelial_vascular	MAP3K3			0.432
tabib2021	skin	endothelial_vascular	WIPI1			0.769
tabib2021	skin	endothelial_vascular	KIF19			1.847
tabib2021	skin	endothelial_vascular	TSEN54			0.666
tabib2021	skin	endothelial_vascular	UBALD2			0.706
tabib2021	skin	endothelial_vascular	ST6GALNAC1			-1.203
tabib2021	skin	endothelial_vascular	TK1			1.713
tabib2021	skin	endothelial_vascular	BIRC5			1.632
tabib2021	skin	endothelial_vascular	CANT1			0.408
tabib2021	skin	endothelial_vascular	SLC26A11			0.607
tabib2021	skin	endothelial_vascular	ACTG1			0.466
tabib2021	skin	endothelial_vascular	P4HB			0.615
tabib2021	skin	endothelial_vascular	ALYREF			1.265
tabib2021	skin	endothelial_vascular	PYCR1			2.105
tabib2021	skin	endothelial_vascular	SLC16A3			0.908
tabib2021	skin	endothelial_vascular	NARF			0.513
tabib2021	skin	endothelial_vascular	TYMS			2.777
tabib2021	skin	endothelial_vascular	EMILIN2			-0.831
tabib2021	skin	endothelial_vascular	MYL12A			0.431
tabib2021	skin	endothelial_vascular	MYL12B			0.447
tabib2021	skin	endothelial_vascular	GAPLINC			3.262
tabib2021	skin	endothelial_vascular	EPB41L3			1.378
tabib2021	skin	endothelial_vascular	ANKRD12			-0.462
tabib2021	skin	endothelial_vascular	TUBB6			0.777
tabib2021	skin	endothelial_vascular	PSMA8			31.759
tabib2021	skin	endothelial_vascular	INO80C			0.395
tabib2021	skin	endothelial_vascular	GALNT1			0.866
tabib2021	skin	endothelial_vascular	LIPG			3.224
tabib2021	skin	endothelial_vascular	SEC11C			-0.506
tabib2021	skin	endothelial_vascular	TMX3			0.588
tabib2021	skin	endothelial_vascular	FAM69C			-3.303
tabib2021	skin	endothelial_vascular	TXNL4A			0.605
tabib2021	skin	endothelial_vascular	FKBP1A	FKBP1A__cyto	M2	0.763
tabib2021	skin	endothelial_vascular	CPXM1			2.391
tabib2021	skin	endothelial_vascular	PCED1A			0.938
tabib2021	skin	endothelial_vascular	SNX5			0.395
tabib2021	skin	endothelial_vascular	CST3			0.392
tabib2021	skin	endothelial_vascular	HM13			0.511
tabib2021	skin	endothelial_vascular	TPX2			1.629
tabib2021	skin	endothelial_vascular	TM9SF4			0.454
tabib2021	skin	endothelial_vascular	AHCY			0.536
tabib2021	skin	endothelial_vascular	DYNLRB1			0.227
tabib2021	skin	endothelial_vascular	ADA			0.690
tabib2021	skin	endothelial_vascular	UBE2C			2.694
tabib2021	skin	endothelial_vascular	PTGIS			-2.684
tabib2021	skin	endothelial_vascular	TMEM189			0.550
tabib2021	skin	endothelial_vascular	CTSZ			0.473
tabib2021	skin	endothelial_vascular	ATP5F1E			0.599
tabib2021	skin	endothelial_vascular	CDH26			1.399
tabib2021	skin	endothelial_vascular	R3HDM4			0.675
tabib2021	skin	endothelial_vascular	CIRBP			-0.609
tabib2021	skin	endothelial_vascular	UQCR11			0.571
tabib2021	skin	endothelial_vascular	ABHD17A			0.373
tabib2021	skin	endothelial_vascular	MOB3A			0.615
tabib2021	skin	endothelial_vascular	TIMM13			0.426
tabib2021	skin	endothelial_vascular	TLE2			0.592
tabib2021	skin	endothelial_vascular	TBXA2R	TBXA2R__pm	ssc_tier1	1.090
tabib2021	skin	endothelial_vascular	CACTIN			0.785
tabib2021	skin	endothelial_vascular	APBA3			0.665
tabib2021	skin	endothelial_vascular	DAPK3			0.462
tabib2021	skin	endothelial_vascular	SH3GL1			0.908
tabib2021	skin	endothelial_vascular	LRG1			-0.836
tabib2021	skin	endothelial_vascular	SEMA6B			0.890
tabib2021	skin	endothelial_vascular	UHRF1			2.017
tabib2021	skin	endothelial_vascular	C19orf70			0.313
tabib2021	skin	endothelial_vascular	CLPP			0.588
tabib2021	skin	endothelial_vascular	TNFSF9			-1.023
tabib2021	skin	endothelial_vascular	UBL5			0.561
tabib2021	skin	endothelial_vascular	KRI1			-0.514
tabib2021	skin	endothelial_vascular	ILF3-DT			-0.615
tabib2021	skin	endothelial_vascular	PLPPR2			0.572
tabib2021	skin	endothelial_vascular	PRKCSH			0.446
tabib2021	skin	endothelial_vascular	ZNF136			-0.805
tabib2021	skin	endothelial_vascular	WDR83OS			0.250
tabib2021	skin	endothelial_vascular	PKN1			0.453
tabib2021	skin	endothelial_vascular	PTGER1			2.293
tabib2021	skin	endothelial_vascular	GIPC1			0.643
tabib2021	skin	endothelial_vascular	RASAL3			1.790
tabib2021	skin	endothelial_vascular	CYP4F12			-1.536
tabib2021	skin	endothelial_vascular	TPM4			0.548
tabib2021	skin	endothelial_vascular	DDA1			0.532
tabib2021	skin	endothelial_vascular	PLVAP			0.704
tabib2021	skin	endothelial_vascular	COLGALT1			0.882
tabib2021	skin	endothelial_vascular	MAP1S			1.016
tabib2021	skin	endothelial_vascular	FCHO1			2.069
tabib2021	skin	endothelial_vascular	SSBP4			0.376
tabib2021	skin	endothelial_vascular	HOMER3			0.509
tabib2021	skin	endothelial_vascular	ZNF101			0.884
tabib2021	skin	endothelial_vascular	GPI			0.513
tabib2021	skin	endothelial_vascular	COX6B1			0.333
tabib2021	skin	endothelial_vascular	LTBP4	LTBP4__ext	M2	-0.956
tabib2021	skin	endothelial_vascular	TGFB1	TGFB1__ext	M2	0.748
tabib2021	skin	endothelial_vascular	MEGF8			0.705
tabib2021	skin	endothelial_vascular	CLPTM1			0.527
tabib2021	skin	endothelial_vascular	MARK4			0.858
tabib2021	skin	endothelial_vascular	PPP1R37			0.697
tabib2021	skin	endothelial_vascular	KLC3			2.106
tabib2021	skin	endothelial_vascular	PPP1R13L			0.521
tabib2021	skin	endothelial_vascular	VASP			0.520
tabib2021	skin	endothelial_vascular	DMWD			0.503
tabib2021	skin	endothelial_vascular	PNMA8B			1.075
tabib2021	skin	endothelial_vascular	STRN4			0.991
tabib2021	skin	endothelial_vascular	AP2S1			0.613
tabib2021	skin	endothelial_vascular	KPTN			1.199
tabib2021	skin	endothelial_vascular	EHD2			0.753
tabib2021	skin	endothelial_vascular	NOP53			-0.602
tabib2021	skin	endothelial_vascular	SNRNP70			0.334
tabib2021	skin	endothelial_vascular	TEAD2			0.645
tabib2021	skin	endothelial_vascular	AP2A1			0.576
tabib2021	skin	endothelial_vascular	MED25			0.708
tabib2021	skin	endothelial_vascular	PTOV1			0.425
tabib2021	skin	endothelial_vascular	EMC10			0.363
tabib2021	skin	endothelial_vascular	TFPT			0.584
tabib2021	skin	endothelial_vascular	MBOAT7			0.498
tabib2021	skin	endothelial_vascular	CDC42EP5			1.198
tabib2021	skin	endothelial_vascular	HSPBP1			0.600
tabib2021	skin	endothelial_vascular	ZNF580			0.528
