dataset	tissue	cluster	hgnc	species_id	module	log2fc
gse128169	lung	fibroblast_CXCL12	COL4A2			1.290
gse128169	lung	fibroblast_CXCL12	CCNB1IP1			-0.667
gse128169	lung	fibroblast_CXCL12	PNP			-2.462
gse128169	lung	fibroblast_CXCL12	ANG			-1.282
gse128169	lung	fibroblast_CXCL12	NDRG2			-1.607
gse128169	lung	fibroblast_CXCL12	TRAC			-2.861
gse128169	lung	fibroblast_CXCL12	LRP10			-0.615
gse128169	lung	fibroblast_CXCL12	THTPA			-1.077
gse128169	lung	fibroblast_CXCL12	TGM1			32.734
gse128169	lung	fibroblast_CXCL12	CIDEB			29.848
gse128169	lung	fibroblast_CXCL12	RP11-561B11.3			-4.007
gse128169	lung	fibroblast_CXCL12	NFKBIA			-1.478
gse128169	lung	fibroblast_CXCL12	FKBP3			0.732
gse128169	lung	fibroblast_CXCL12	GNG2			1.584
gse128169	lung	fibroblast_CXCL12	GCH1			-1.954
gse128169	lung	fibroblast_CXCL12	AKAP5			29.848
gse128169	lung	fibroblast_CXCL12	GALNT16			-1.722
gse128169	lung	fibroblast_CXCL12	NRXN3			29.848
gse128169	lung	fibroblast_CXCL12	DIO2			2.424
gse128169	lung	fibroblast_CXCL12	CALM1			0.713
gse128169	lung	fibroblast_CXCL12	TC2N			-1.490
gse128169	lung	fibroblast_CXCL12	SERPINA5			-1.969
gse128169	lung	fibroblast_CXCL12	SERPINA3			-2.638
gse128169	lung	fibroblast_CXCL12	SERPINA3-1			-2.880
gse128169	lung	fibroblast_CXCL12	HHIPL1			31.291
gse128169	lung	fibroblast_CXCL12	EVL			1.199
gse128169	lung	fibroblast_CXCL12	KIF26A			29.848
gse128169	lung	fibroblast_CXCL12	CRIP2			1.067
gse128169	lung	fibroblast_CXCL12	MAGEL2			29.848
gse128169	lung	fibroblast_CXCL12	ARHGAP11A			31.291
gse128169	lung	fibroblast_CXCL12	SCG5			3.034
gse128169	lung	fibroblast_CXCL12	SNAP23			-0.588
gse128169	lung	fibroblast_CXCL12	CTD-2036P10.3			-3.366
gse128169	lung	fibroblast_CXCL12	CASC4			1.326
gse128169	lung	fibroblast_CXCL12	DUOX1			-1.798
gse128169	lung	fibroblast_CXCL12	SQRDL			-1.227
gse128169	lung	fibroblast_CXCL12	TMOD3			1.370
gse128169	lung	fibroblast_CXCL12	LEO1			1.290
gse128169	lung	fibroblast_CXCL12	RAB27A			0.979
gse128169	lung	fibroblast_CXCL12	TCF12			1.395
gse128169	lung	fibroblast_CXCL12	CILP			-2.094
gse128169	lung	fibroblast_CXCL12	HACD3			1.023
gse128169	lung	fibroblast_CXCL12	CTD-3185P2.1			-2.488
gse128169	lung	fibroblast_CXCL12	STRA6			31.291
gse128169	lung	fibroblast_CXCL12	SCAMP2			-0.719
gse128169	lung	fibroblast_CXCL12	FBXO22			0.957
gse128169	lung	fibroblast_CXCL12	RCN2			0.713
gse128169	lung	fibroblast_CXCL12	MFGE8			-0.933
gse128169	lung	fibroblast_CXCL12	RP11-526I2.5			29.848
gse128169	lung	fibroblast_CXCL12	ALDH1A3			2.212
gse128169	lung	fibroblast_CXCL12	NME4			1.047
gse128169	lung	fibroblast_CXCL12	METRN			2.234
gse128169	lung	fibroblast_CXCL12	FAM173A			0.807
gse128169	lung	fibroblast_CXCL12	HN1L			2.357
gse128169	lung	fibroblast_CXCL12	NPW			3.810
gse128169	lung	fibroblast_CXCL12	FLYWCH1			-1.171
gse128169	lung	fibroblast_CXCL12	SNN			-1.873
gse128169	lung	fibroblast_CXCL12	METTL9			0.573
gse128169	lung	fibroblast_CXCL12	CLN3			-0.645
gse128169	lung	fibroblast_CXCL12	MAZ			1.551
gse128169	lung	fibroblast_CXCL12	AC009133.12			-1.780
gse128169	lung	fibroblast_CXCL12	SEZ6L2			4.753
gse128169	lung	fibroblast_CXCL12	ITGAX			-1.695
gse128169	lung	fibroblast_CXCL12	VPS35			0.604
gse128169	lung	fibroblast_CXCL12	C16orf87			1.300
gse128169	lung	fibroblast_CXCL12	ADCY7			-2.077
gse128169	lung	fibroblast_CXCL12	BRD7			1.225
gse128169	lung	fibroblast_CXCL12	NKD1			-2.303
gse128169	lung	fibroblast_CXCL12	FTO			1.175
gse128169	lung	fibroblast_CXCL12	MMP2			0.744
gse128169	lung	fibroblast_CXCL12	NUDT21			0.631
gse128169	lung	fibroblast_CXCL12	MT1A			-2.091
gse128169	lung	fibroblast_CXCL12	HERPUD1			-0.937
gse128169	lung	fibroblast_CXCL12	CCDC113			31.291
gse128169	lung	fibroblast_CXCL12	CDH13			-2.717
gse128169	lung	fibroblast_CXCL12	OSGIN1			-2.376
gse128169	lung	fibroblast_CXCL12	MAP1LC3B			-0.535
gse128169	lung	fibroblast_CXCL12	DPEP1			5.324
gse128169	lung	fibroblast_CXCL12	NXN			2.120
gse128169	lung	fibroblast_CXCL12	INPP5K			-0.804
gse128169	lung	fibroblast_CXCL12	SERPINF2			-2.898
gse128169	lung	fibroblast_CXCL12	KIF1C			1.613
gse128169	lung	fibroblast_CXCL12	CD68			-1.079
gse128169	lung	fibroblast_CXCL12	KDM6B			-1.039
gse128169	lung	fibroblast_CXCL12	CHD3			1.274
gse128169	lung	fibroblast_CXCL12	KCNAB3			31.291
gse128169	lung	fibroblast_CXCL12	MPRIP			1.333
gse128169	lung	fibroblast_CXCL12	MYO15A			-2.153
gse128169	lung	fibroblast_CXCL12	SHMT1			-2.194
gse128169	lung	fibroblast_CXCL12	KIAA0100			2.816
gse128169	lung	fibroblast_CXCL12	BLMH			1.376
gse128169	lung	fibroblast_CXCL12	RNF135			-0.681
gse128169	lung	fibroblast_CXCL12	TMEM98			0.712
gse128169	lung	fibroblast_CXCL12	TAF15			1.018
gse128169	lung	fibroblast_CXCL12	CSF3			-3.523
gse128169	lung	fibroblast_CXCL12	KRT222			-3.861
gse128169	lung	fibroblast_CXCL12	EIF1			-0.503
gse128169	lung	fibroblast_CXCL12	DNAJC7			0.553
gse128169	lung	fibroblast_CXCL12	CDK5RAP3			-0.471
gse128169	lung	fibroblast_CXCL12	CBX1			0.989
gse128169	lung	fibroblast_CXCL12	MMD			1.588
gse128169	lung	fibroblast_CXCL12	MRC2			1.119
gse128169	lung	fibroblast_CXCL12	LIMD2			2.676
gse128169	lung	fibroblast_CXCL12	FAM20A			1.026
gse128169	lung	fibroblast_CXCL12	KCNJ16			-1.317
gse128169	lung	fibroblast_CXCL12	CDC42EP4			-1.468
gse128169	lung	fibroblast_CXCL12	SYNGR2			-1.794
gse128169	lung	fibroblast_CXCL12	CCDC40			31.291
gse128169	lung	fibroblast_CXCL12	EIF4A3			-1.145
gse128169	lung	fibroblast_CXCL12	RP13-650J16.1			-2.831
gse128169	lung	fibroblast_CXCL12	DUS1L			2.089
gse128169	lung	fibroblast_CXCL12	SLC16A3			3.180
gse128169	lung	fibroblast_CXCL12	CD7			-2.560
gse128169	lung	fibroblast_CXCL12	FN3K			-2.928
gse128169	lung	fibroblast_CXCL12	YES1			1.624
gse128169	lung	fibroblast_CXCL12	DLGAP1-AS2			-2.358
gse128169	lung	fibroblast_CXCL12	RAB31			1.411
gse128169	lung	fibroblast_CXCL12	PIEZO2			2.245
gse128169	lung	fibroblast_CXCL12	DSC3			32.734
gse128169	lung	fibroblast_CXCL12	SLC14A2-AS1			-2.416
gse128169	lung	fibroblast_CXCL12	CCBE1			-1.349
gse128169	lung	fibroblast_CXCL12	RP11-2N1.2			-3.469
gse128169	lung	fibroblast_CXCL12	KDSR			-0.590
gse128169	lung	fibroblast_CXCL12	LAMP5			5.769
gse128169	lung	fibroblast_CXCL12	RRBP1			1.061
gse128169	lung	fibroblast_CXCL12	LINC00657			1.131
gse128169	lung	fibroblast_CXCL12	MYL9			1.071
gse128169	lung	fibroblast_CXCL12	OSER1			-1.355
gse128169	lung	fibroblast_CXCL12	CEBPB			-1.442
gse128169	lung	fibroblast_CXCL12	RTFDC1			0.432
gse128169	lung	fibroblast_CXCL12	GNAS			0.509
gse128169	lung	fibroblast_CXCL12	CTSZ			1.400
gse128169	lung	fibroblast_CXCL12	PRTN3			31.291
gse128169	lung	fibroblast_CXCL12	ARID3A			-1.334
gse128169	lung	fibroblast_CXCL12	MBD3			1.477
gse128169	lung	fibroblast_CXCL12	ATP8B3			31.291
gse128169	lung	fibroblast_CXCL12	IZUMO4			-3.013
gse128169	lung	fibroblast_CXCL12	AP3D1			0.761
gse128169	lung	fibroblast_CXCL12	GADD45B			-1.500
gse128169	lung	fibroblast_CXCL12	CTB-50L17.10			1.324
gse128169	lung	fibroblast_CXCL12	TRIP10			-1.115
gse128169	lung	fibroblast_CXCL12	SH2D3A			-3.446
gse128169	lung	fibroblast_CXCL12	ICAM1			-1.746
gse128169	lung	fibroblast_CXCL12	SMARCA4			1.129
gse128169	lung	fibroblast_CXCL12	CNN1			2.396
gse128169	lung	fibroblast_CXCL12	PRDX2			0.900
gse128169	lung	fibroblast_CXCL12	STX10			0.936
gse128169	lung	fibroblast_CXCL12	PODNL1			2.692
gse128169	lung	fibroblast_CXCL12	DNAJB1			-2.022
gse128169	lung	fibroblast_CXCL12	TPM4			0.950
gse128169	lung	fibroblast_CXCL12	COMP	COMP__ecm	ssc_tier1	5.409
gse128169	lung	fibroblast_CXCL12	CILP2			4.040
gse128169	lung	fibroblast_CXCL12	CTB-92J24.3			31.291
gse128169	lung	fibroblast_CXCL12	UQCRFS1			0.485
gse128169	lung	fibroblast_CXCL12	CTD-2553L13.10			-1.781
gse128169	lung	fibroblast_CXCL12	DMKN			1.822
gse128169	lung	fibroblast_CXCL12	SDHAF1			-0.773
gse128169	lung	fibroblast_CXCL12	SPINT2			-1.659
gse128169	lung	fibroblast_CXCL12	FBXO27			-2.764
gse128169	lung	fibroblast_CXCL12	TGFB1	TGFB1__ext	M2	1.908
gse128169	lung	fibroblast_CXCL12	ZNF428			0.641
gse128169	lung	fibroblast_CXCL12	MEIS3			1.530
gse128169	lung	fibroblast_CXCL12	HSD17B14			-1.807
gse128169	lung	fibroblast_CXCL12	PPP1R15A			-0.859
gse128169	lung	fibroblast_CXCL12	TEAD2			0.880
gse128169	lung	fibroblast_CXCL12	C19orf81			29.848
gse128169	lung	fibroblast_CXCL12	CLEC11A			1.462
gse128169	lung	fibroblast_CXCL12	SPACA6P-AS			-2.420
gse128169	lung	fibroblast_CXCL12	ZNF331			-1.691
gse128169	lung	fibroblast_CXCL12	CDC42EP5			1.564
gse128169	lung	fibroblast_CXCL12	SSC5D			1.783
gse128169	lung	fibroblast_CXCL12	AURKC			29.848
gse128169	lung	fibroblast_CXCL12	A1BG			1.413
gse128169	lung	fibroblast_CXCL12	DGCR6L			0.921
gse128169	lung	fibroblast_CXCL12	SCARF2			1.138
gse128169	lung	fibroblast_CXCL12	XBP1	XBP1__nuc	ssc_tier1	-1.327
gse128169	lung	fibroblast_CXCL12	EMID1			1.969
gse128169	lung	fibroblast_CXCL12	PES1			0.863
gse128169	lung	fibroblast_CXCL12	RBFOX2			0.817
gse128169	lung	fibroblast_CXCL12	MYH9			1.010
gse128169	lung	fibroblast_CXCL12	MPST			-0.900
gse128169	lung	fibroblast_CXCL12	C1QTNF6			3.052
gse128169	lung	fibroblast_CXCL12	SUN2			-1.610
gse128169	lung	fibroblast_CXCL12	ST13			0.413
gse128169	lung	fibroblast_CXCL12	MEI1			29.848
gse128169	lung	fibroblast_CXCL12	CELSR1			29.848
gse128169	lung	fibroblast_CXCL12	CTA-29F11.1			-1.873
gse128169	lung	fibroblast_CXCL12	RP3-402G11.26			-2.276
gse128169	lung	fibroblast_CXCL12	PLXNB2			1.169
gse128169	lung	fibroblast_CXCL12	ATP5J			0.419
gse128169	lung	fibroblast_CXCL12	HUNK			-2.349
gse128169	lung	fibroblast_CXCL12	IFNAR2	IFNAR2_iso2__cyto	M1	0.984
gse128169	lung	fibroblast_CXCL12	TMEM50B			-0.617
gse128169	lung	fibroblast_CXCL12	RCAN1			-1.271
gse128169	lung	fibroblast_CXCL12	HMGN1			1.010
gse128169	lung	fibroblast_CXCL12	PDXK			0.873
gse128169	lung	fibroblast_CXCL12	LSS			-0.936
gse128169	lung	fibroblast_CXCL12	MT-CO1			0.844
gse128169	lung	fibroblast_CXCL12	MT-CO3			0.836
gse128169	lung	fibroblast_CXCL12	MT-ND4			0.501
gse128169	lung	fibroblast_CXCL12	MT-ND5			0.817
gse128169	lung	fibroblast_CXCL12	MT-ND6			1.052
gse128169	lung	fibroblast_CXCL12	AC004556.1			32.734
gse128169	lung	macrophage_SPP1	FAM87B			-2.485
gse128169	lung	macrophage_SPP1	HES4			-1.776
gse128169	lung	macrophage_SPP1	ACAP3			-0.568
gse128169	lung	macrophage_SPP1	RP5-832C2.5			-0.772
gse128169	lung	macrophage_SPP1	SLC35E2B			-0.421
gse128169	lung	macrophage_SPP1	PEX10			0.410
gse128169	lung	macrophage_SPP1	RP3-395M20.12			-0.979
gse128169	lung	macrophage_SPP1	HES2			3.040
gse128169	lung	macrophage_SPP1	PER3			1.214
gse128169	lung	macrophage_SPP1	KAZN			1.463
gse128169	lung	macrophage_SPP1	CASP9			-0.416
gse128169	lung	macrophage_SPP1	DDI2			0.556
gse128169	lung	macrophage_SPP1	RP11-108M9.4			-0.795
gse128169	lung	macrophage_SPP1	EIF4G3			0.607
gse128169	lung	macrophage_SPP1	ID3			-0.936
gse128169	lung	macrophage_SPP1	PNRC2			-0.375
gse128169	lung	macrophage_SPP1	SYF2			-0.404
gse128169	lung	macrophage_SPP1	MTFR1L			-0.388
gse128169	lung	macrophage_SPP1	GPATCH3			-0.332
gse128169	lung	macrophage_SPP1	SESN2			-0.775
gse128169	lung	macrophage_SPP1	RAB42			1.326
gse128169	lung	macrophage_SPP1	FABP3			1.919
gse128169	lung	macrophage_SPP1	SPOCD1			1.284
gse128169	lung	macrophage_SPP1	FNDC5			4.259
gse128169	lung	macrophage_SPP1	SMIM12			-0.330
gse128169	lung	macrophage_SPP1	SFPQ			-0.480
gse128169	lung	macrophage_SPP1	ADPRHL2			0.303
gse128169	lung	macrophage_SPP1	MAP7D1			-0.247
gse128169	lung	macrophage_SPP1	OSCP1			1.791
gse128169	lung	macrophage_SPP1	ZC3H12A			-0.947
gse128169	lung	macrophage_SPP1	SNIP1			-0.463
gse128169	lung	macrophage_SPP1	INPP5B			-0.568
gse128169	lung	macrophage_SPP1	BMP8B			-2.386
gse128169	lung	macrophage_SPP1	OXCT2			-2.562
gse128169	lung	macrophage_SPP1	CITED4			-1.281
gse128169	lung	macrophage_SPP1	CCDC24			1.041
gse128169	lung	macrophage_SPP1	CCDC163P			-1.630
gse128169	lung	macrophage_SPP1	MAST2			0.567
gse128169	lung	macrophage_SPP1	LRRC41			-0.290
gse128169	lung	macrophage_SPP1	FAAH			-1.244
gse128169	lung	macrophage_SPP1	PRPF38A			-0.319
gse128169	lung	macrophage_SPP1	MRPL37			0.389
gse128169	lung	macrophage_SPP1	DHCR24			1.137
gse128169	lung	macrophage_SPP1	ITGB3BP			0.737
gse128169	lung	macrophage_SPP1	DEPDC1			2.640
gse128169	lung	macrophage_SPP1	LRRC7			-2.354
gse128169	lung	macrophage_SPP1	SRSF11			-0.259
gse128169	lung	macrophage_SPP1	CTH			-1.258
gse128169	lung	macrophage_SPP1	RP11-42O15.3			-1.965
gse128169	lung	macrophage_SPP1	PTGER3			-3.211
gse128169	lung	macrophage_SPP1	PRKACB			1.429
gse128169	lung	macrophage_SPP1	SAMD13			2.190
gse128169	lung	macrophage_SPP1	DNASE2B			2.898
gse128169	lung	macrophage_SPP1	RBMXL1			-0.536
gse128169	lung	macrophage_SPP1	GBP1			2.205
gse128169	lung	macrophage_SPP1	ZNF326			-0.540
gse128169	lung	macrophage_SPP1	AMPD2			-1.020
gse128169	lung	macrophage_SPP1	GSTM3			-2.276
gse128169	lung	macrophage_SPP1	RP11-284N8.3			-1.196
gse128169	lung	macrophage_SPP1	KCNA3			-1.282
gse128169	lung	macrophage_SPP1	RP11-96K19.5			-1.895
gse128169	lung	macrophage_SPP1	C1orf162			-0.351
gse128169	lung	macrophage_SPP1	NBPF26			-1.006
gse128169	lung	macrophage_SPP1	LINC01138			-0.815
gse128169	lung	macrophage_SPP1	NBPF9			-0.673
gse128169	lung	macrophage_SPP1	FCGR1A			1.368
gse128169	lung	macrophage_SPP1	SF3B4			-0.399
gse128169	lung	macrophage_SPP1	MLLT11			-0.727
gse128169	lung	macrophage_SPP1	ZNF687			-0.646
gse128169	lung	macrophage_SPP1	PI4KB			-0.321
gse128169	lung	macrophage_SPP1	THEM4			0.546
gse128169	lung	macrophage_SPP1	RPS27			-0.540
gse128169	lung	macrophage_SPP1	ADAR	ADAR__nuc	M1	0.398
gse128169	lung	macrophage_SPP1	PYGO2			-0.761
gse128169	lung	macrophage_SPP1	ASH1L-AS1			-1.002
gse128169	lung	macrophage_SPP1	YY1AP1			-0.301
gse128169	lung	macrophage_SPP1	CRABP2			2.979
gse128169	lung	macrophage_SPP1	IFI16			0.655
gse128169	lung	macrophage_SPP1	SLAMF8			0.690
gse128169	lung	macrophage_SPP1	COPA			-0.248
gse128169	lung	macrophage_SPP1	CD84			1.352
gse128169	lung	macrophage_SPP1	ITLN2			-3.841
gse128169	lung	macrophage_SPP1	DEDD			-0.245
gse128169	lung	macrophage_SPP1	UAP1			-0.568
gse128169	lung	macrophage_SPP1	RC3H1			-0.347
gse128169	lung	macrophage_SPP1	RP5-1098D14.1			30.869
gse128169	lung	macrophage_SPP1	LHX4			-4.826
gse128169	lung	macrophage_SPP1	MR1			0.633
gse128169	lung	macrophage_SPP1	IER5			-0.520
gse128169	lung	macrophage_SPP1	RNASEL	RNASEL__cyto	M1	1.102
gse128169	lung	macrophage_SPP1	PRG4			-4.786
gse128169	lung	macrophage_SPP1	PACERR			-2.572
gse128169	lung	macrophage_SPP1	ASPM			2.093
gse128169	lung	macrophage_SPP1	ZNF281			-0.633
gse128169	lung	macrophage_SPP1	TMEM9			-0.520
gse128169	lung	macrophage_SPP1	RABIF			-0.546
gse128169	lung	macrophage_SPP1	CHI3L1			3.248
gse128169	lung	macrophage_SPP1	CHIT1			4.388
gse128169	lung	macrophage_SPP1	PRELP			-3.372
gse128169	lung	macrophage_SPP1	TMEM81			-1.016
gse128169	lung	macrophage_SPP1	FAM72A			0.752
gse128169	lung	macrophage_SPP1	IL19			-3.033
gse128169	lung	macrophage_SPP1	IL24			-5.326
gse128169	lung	macrophage_SPP1	YOD1			-0.551
gse128169	lung	macrophage_SPP1	HSD11B1			3.435
gse128169	lung	macrophage_SPP1	TRAF5			0.861
gse128169	lung	macrophage_SPP1	FLVCR1			-0.389
gse128169	lung	macrophage_SPP1	PTPN14			-1.055
gse128169	lung	macrophage_SPP1	RP11-400N13.3			2.395
gse128169	lung	macrophage_SPP1	DEGS1			-0.355
gse128169	lung	macrophage_SPP1	CNIH3			1.930
gse128169	lung	macrophage_SPP1	RHOU			-1.134
gse128169	lung	macrophage_SPP1	GALNT2			-0.213
gse128169	lung	macrophage_SPP1	ERO1B			-1.055
gse128169	lung	macrophage_SPP1	LGALS8			0.334
gse128169	lung	macrophage_SPP1	SCCPDH			0.680
gse128169	lung	macrophage_SPP1	ZNF672			-0.625
gse128169	lung	macrophage_SPP1	RP11-214N9.1			-0.785
gse128169	lung	macrophage_SPP1	DTNB			0.669
gse128169	lung	macrophage_SPP1	ATRAID			0.356
gse128169	lung	macrophage_SPP1	BRE			0.296
gse128169	lung	macrophage_SPP1	YPEL5			-0.588
gse128169	lung	macrophage_SPP1	GEMIN6			0.539
gse128169	lung	macrophage_SPP1	MSH2			1.233
gse128169	lung	macrophage_SPP1	RPS27A			-0.306
gse128169	lung	macrophage_SPP1	C2orf74			1.000
gse128169	lung	macrophage_SPP1	LGALSL			2.037
gse128169	lung	macrophage_SPP1	CEP68			-1.234
gse128169	lung	macrophage_SPP1	ARHGAP25			0.921
gse128169	lung	macrophage_SPP1	GKN2			-1.697
gse128169	lung	macrophage_SPP1	MXD1			-1.310
gse128169	lung	macrophage_SPP1	NAGK			0.576
gse128169	lung	macrophage_SPP1	DYSF			1.476
gse128169	lung	macrophage_SPP1	BOLA3			0.731
gse128169	lung	macrophage_SPP1	ST3GAL5			0.608
gse128169	lung	macrophage_SPP1	MRPL35			0.583
gse128169	lung	macrophage_SPP1	RMND5A			-0.438
gse128169	lung	macrophage_SPP1	PLGLB1			-2.195
gse128169	lung	macrophage_SPP1	EIF2AK3			-0.445
gse128169	lung	macrophage_SPP1	AC008268.1			-5.052
gse128169	lung	macrophage_SPP1	IL1RL2			-0.855
gse128169	lung	macrophage_SPP1	IL1RL1			-3.282
gse128169	lung	macrophage_SPP1	IL18R1			-2.104
gse128169	lung	macrophage_SPP1	SULT1C2			3.510
gse128169	lung	macrophage_SPP1	SH3RF3			1.671
gse128169	lung	macrophage_SPP1	BCL2L11			-0.903
gse128169	lung	macrophage_SPP1	TMEM87B			0.397
gse128169	lung	macrophage_SPP1	IL1A			-1.735
gse128169	lung	macrophage_SPP1	ACTR3			0.273
gse128169	lung	macrophage_SPP1	LIMS2			1.948
gse128169	lung	macrophage_SPP1	SFT2D3			-1.057
gse128169	lung	macrophage_SPP1	MBD5			-0.549
gse128169	lung	macrophage_SPP1	IFIH1			1.064
gse128169	lung	macrophage_SPP1	BBS5			1.176
gse128169	lung	macrophage_SPP1	GAD1			-2.186
gse128169	lung	macrophage_SPP1	GORASP2			-0.300
gse128169	lung	macrophage_SPP1	ITGA6			2.487
gse128169	lung	macrophage_SPP1	RAPGEF4			-2.579
gse128169	lung	macrophage_SPP1	NFE2L2			-0.605
gse128169	lung	macrophage_SPP1	AC079305.10			-1.453
gse128169	lung	macrophage_SPP1	COL3A1	COL3A1__ext	ssc_tier1	3.420
gse128169	lung	macrophage_SPP1	NAB1			-0.379
gse128169	lung	macrophage_SPP1	STAT1	STAT1__cyto	M1	0.918
gse128169	lung	macrophage_SPP1	STK17B			-0.801
gse128169	lung	macrophage_SPP1	RP11-347P5.1			-1.318
gse128169	lung	macrophage_SPP1	PGAP1			-1.284
gse128169	lung	macrophage_SPP1	FTCDNL1			1.429
gse128169	lung	macrophage_SPP1	TMEM237			0.777
gse128169	lung	macrophage_SPP1	ICOS			-2.123
gse128169	lung	macrophage_SPP1	RPE			0.487
gse128169	lung	macrophage_SPP1	IKZF2			1.986
gse128169	lung	macrophage_SPP1	BARD1			1.075
gse128169	lung	macrophage_SPP1	FN1	FN1__ecm	ssc_tier1	3.031
gse128169	lung	macrophage_SPP1	MREG			2.588
gse128169	lung	macrophage_SPP1	IGFBP2			2.121
gse128169	lung	macrophage_SPP1	GPBAR1			-0.731
gse128169	lung	macrophage_SPP1	TUBA4A			-1.213
gse128169	lung	macrophage_SPP1	DNAJB2			-0.597
gse128169	lung	macrophage_SPP1	OBSL1			-1.833
gse128169	lung	macrophage_SPP1	PID1			-2.192
gse128169	lung	macrophage_SPP1	HJURP			2.620
gse128169	lung	macrophage_SPP1	ASB1			0.578
gse128169	lung	macrophage_SPP1	CAPN10-AS1			-0.885
gse128169	lung	macrophage_SPP1	ATG4B			-0.558
gse128169	lung	macrophage_SPP1	D2HGDH			-0.876
gse128169	lung	macrophage_SPP1	LMCD1			-1.504
gse128169	lung	macrophage_SPP1	THUMPD3-AS1			-0.602
gse128169	lung	macrophage_SPP1	CRELD1			0.586
gse128169	lung	macrophage_SPP1	VHL			-0.660
gse128169	lung	macrophage_SPP1	MKRN2			-0.389
gse128169	lung	macrophage_SPP1	RPL32			-0.357
gse128169	lung	macrophage_SPP1	SLC6A6			-0.420
gse128169	lung	macrophage_SPP1	OXSM			0.623
gse128169	lung	macrophage_SPP1	ZCWPW2			1.466
gse128169	lung	macrophage_SPP1	RBMS3			-1.310
gse128169	lung	macrophage_SPP1	EXOG			-0.524
gse128169	lung	macrophage_SPP1	SNRK			-0.778
gse128169	lung	macrophage_SPP1	CDCP1			0.929
gse128169	lung	macrophage_SPP1	CCR1			1.072
gse128169	lung	macrophage_SPP1	IP6K2	IP6K2__nuc	M1	-0.468
gse128169	lung	macrophage_SPP1	WDR6			-0.609
gse128169	lung	macrophage_SPP1	NDUFAF3			0.352
gse128169	lung	macrophage_SPP1	LAMB2			-1.021
gse128169	lung	macrophage_SPP1	IP6K1			-0.463
gse128169	lung	macrophage_SPP1	RBM5			-0.389
gse128169	lung	macrophage_SPP1	NAT6			-1.045
gse128169	lung	macrophage_SPP1	RASSF1			-0.871
gse128169	lung	macrophage_SPP1	PCBP4			-1.654
gse128169	lung	macrophage_SPP1	PPM1M			0.677
gse128169	lung	macrophage_SPP1	GLT8D1			0.544
gse128169	lung	macrophage_SPP1	RFT1			0.445
gse128169	lung	macrophage_SPP1	IL17RB			1.610
gse128169	lung	macrophage_SPP1	SPATA12			2.398
gse128169	lung	macrophage_SPP1	MITF			0.904
gse128169	lung	macrophage_SPP1	CLDND1			-0.517
gse128169	lung	macrophage_SPP1	NFKBIZ			-0.970
gse128169	lung	macrophage_SPP1	RP11-221J22.2			-1.978
gse128169	lung	macrophage_SPP1	CBLB			1.045
gse128169	lung	macrophage_SPP1	RP11-768G7.2			32.312
gse128169	lung	macrophage_SPP1	PARP9			0.956
gse128169	lung	macrophage_SPP1	DTX3L			0.547
gse128169	lung	macrophage_SPP1	PARP14			0.714
gse128169	lung	macrophage_SPP1	ITGB5			2.003
gse128169	lung	macrophage_SPP1	CHCHD6			1.379
gse128169	lung	macrophage_SPP1	MCM2			1.633
gse128169	lung	macrophage_SPP1	ABTB1			-0.654
gse128169	lung	macrophage_SPP1	MGLL			1.346
gse128169	lung	macrophage_SPP1	IFT122			0.659
gse128169	lung	macrophage_SPP1	TMCC1			0.709
gse128169	lung	macrophage_SPP1	ASTE1			-0.476
gse128169	lung	macrophage_SPP1	MRAS			1.043
gse128169	lung	macrophage_SPP1	CEP70			1.848
gse128169	lung	macrophage_SPP1	FAIM			1.885
gse128169	lung	macrophage_SPP1	ATP1B3			-0.642
gse128169	lung	macrophage_SPP1	WWTR1			1.555
gse128169	lung	macrophage_SPP1	SERP1			-0.471
gse128169	lung	macrophage_SPP1	SIAH2			-1.109
gse128169	lung	macrophage_SPP1	RARRES1			2.406
gse128169	lung	macrophage_SPP1	SERPINI1			1.889
gse128169	lung	macrophage_SPP1	YEATS2			0.644
gse128169	lung	macrophage_SPP1	IGF2BP2			-0.730
gse128169	lung	macrophage_SPP1	TRA2B			-0.290
gse128169	lung	macrophage_SPP1	TPRG1			1.388
gse128169	lung	macrophage_SPP1	FAM43A			-0.922
gse128169	lung	macrophage_SPP1	PPP1R2			-0.316
gse128169	lung	macrophage_SPP1	TM4SF19-TCTEX1D2			2.374
gse128169	lung	macrophage_SPP1	TM4SF19			1.737
gse128169	lung	macrophage_SPP1	RPL35A			-0.455
gse128169	lung	macrophage_SPP1	PCGF3			-0.381
gse128169	lung	macrophage_SPP1	MAEA			-0.382
gse128169	lung	macrophage_SPP1	STK32B			-1.592
gse128169	lung	macrophage_SPP1	LINC00504			2.297
gse128169	lung	macrophage_SPP1	PACRGL			0.568
gse128169	lung	macrophage_SPP1	PI4K2B			0.646
gse128169	lung	macrophage_SPP1	SEL1L3			1.129
gse128169	lung	macrophage_SPP1	CHIC2			-0.418
gse128169	lung	macrophage_SPP1	SRD5A3			0.739
gse128169	lung	macrophage_SPP1	HOPX			-2.136
gse128169	lung	macrophage_SPP1	STAP1			32.312
gse128169	lung	macrophage_SPP1	STATH			30.869
gse128169	lung	macrophage_SPP1	PPBP			6.130
gse128169	lung	macrophage_SPP1	EREG			-1.462
gse128169	lung	macrophage_SPP1	CXCL10			3.335
gse128169	lung	macrophage_SPP1	CXCL11			3.024
gse128169	lung	macrophage_SPP1	SCARB2			0.465
